-6.8846	-5.1411
6.3903	-1.5543
6.6984	-2.1537
-2.8241	10.824
6.4092	-0.95626
-2.6876	10.335
-8.9783	-0.23049
-7.0854	-4.7559
5.413	-4.5159
-9.1172	1.0305
-5.7595	-6.1705
6.306	-3.3909
-9.2101	3.0583
4.9568	3.1378
5.2685	10.504
-8.5604	3.8534
3.0778	-6.8374
-4.3439	9.8805
0.019493	4.99
-9.2373	1.7318
-6.1781	-5.4563
3.5128	-6.5527
-8.5689	4.9973
2.2304	-7.0452
1.7231	5.2019
-0.99658	-7.5794
6.7466	10.072
-1.3495	-7.446
-1.2631	11.15
0.43754	11.225
-4.7246	-6.7503
-0.093051	11.125
-9.2207	-0.40142
3.8095	11.072
-2.5423	10.841
-8.9745	2.587
-0.18557	-7.4711
10.761	5.8848
-9.2393	-0.42849
-8.4035	-2.3855
-4.6653	-6.8164
-6.8653	-4.6119
-8.7233	4.2687
6.468	-0.84333
2.921	-6.6386
-8.8285	-0.796
-3.6258	-7.2605
-7.7179	6.1085
6.522	0.33238
-9.2999	1.4609
6.1801	1.0039
-9.3979	0.80136
-7.528	6.5232
-6.6848	-5.2215
-5.0641	9.1506
-8.4522	-2.2894
-4.1801	9.9099
-5.4674	8.9443
8.5245	8.727
11.181	5.7838
-8.781	-1.1299
11.338	5.809
-8.6356	4.1362
-7.3788	7.0384
2.1883	11.331
3.7517	4.4971
4.8982	3.6892
-8.9162	-1.5677
-3.8945	-7.2101
4.5129	-5.298
2.3289	4.8275
-0.39662	-7.623
-5.1491	9.3917
6.3382	0.087309
0.34457	11.386
0.058345	-7.7143
-3.7342	10.138
-4.3374	-6.4781
-0.26052	-7.6963
1.3501	-7.3106
-8.6983	4.806
-9.1934	2.2411
-3.2669	-7.4495
2.0407	-6.9124
-7.9013	-3.217
2.684	11.239
-8.7568	4.5224
-6.2295	8.4553
-8.9146	-0.51623
-1.4915	10.815
-8.8299	-0.51794
3.2409	10.958
2.0277	-7.1457
4.4276	10.685
-7.4656	-4.4251
-8.5888	5.2423
3.7694	-6.1934
2.6935	11.052
-0.55343	11.137
6.1277	10.388
-8.2069	-3.0881
-5.7981	8.7346
-9.4454	0.64317
-3.7809	-7.0579
1.4425	-7.3874
4.4812	10.865
6.436	-0.43155
6.4149	0.14544
-4.911	9.4775
2.2599	11.102
10.425	6.5985
8.3575	8.6047
-7.1712	7.1524
-5.2783	9.5171
0.29748	-7.8192
-9.4613	0.53796
-5.2346	-6.4439
4.7203	10.83
-6.1755	-5.3682
-3.0101	-7.4303
-6.5848	7.5512
1.6845	-7.1478
4.4282	10.653
5.6506	3.0032
6.7301	-1.339
5.9649	-3.8317
-3.3279	10.5
6.4444	-1.4403
5.7534	2.1901
6.2047	-2.189
-9.204	2.234
2.9277	-6.7617
-2.3783	10.678
8.9441	7.8995
-5.3149	-6.1192
8.0015	9.0198
7.3903	9.4323
6.3823	0.12787
-9.2332	1.9795
-0.25809	4.5921
-9.2266	1.1271
-9.3821	1.9369
-0.034781	4.7605
6.7468	-1.515
11.185	5.2924
-5.8521	8.4738
5.7673	2.2936
2.7044	11.1
-6.8714	7.5591
-4.9782	-6.617
5.8593	-3.6039
-2.6059	10.393
-1.1481	-7.7288
-1.0626	11.335
10.237	6.701
1.8651	-7.0619
2.041	11.238
-8.6363	4.5892
-4.9001	-6.4031
6.0288	10.106
-6.5598	7.6587
6.802	-1.3539
2.3577	11.218
-0.12864	-7.5304
-8.8859	-0.26656
-5.0954	-6.5592
-1.7469	3.9158
5.0331	3.1393
5.2549	3.5156
6.614	-0.44047
-7.1794	-4.4729
-2.4039	3.2618
0.60014	11.15
-8.8685	-1.2868
1.3056	-7.4256
-3.343	10.353
0.5075	11.356
3.1577	-6.646
6.2248	-2.4994
11.731	4.7144
4.6633	-5.4162
1.9483	-7.2891
-8.5214	4.6093
6.0225	2.2617
-4.6985	-6.5034
-9.3445	2.7657
-7.4418	-4.3171
-7.4421	6.6518
-7.4806	-3.9454
-8.2742	-3.1609
3.1847	4.637
6.6702	9.8604
6.1828	1.2848
-6.2278	8.4177
6.3875	-0.34957
-6.8085	-4.9376
10.324	7.0403
3.368	11.27
-5.6087	-6.0424
-1.3815	4.2789
2.5125	-6.8101
4.3302	-5.8757
1.9423	11.432
6.6437	0.1839
-7.486	-3.7861
10.365	6.6157
5.1517	10.694
-8.431	4.6215
-4.6875	9.5394
6.3824	-1.0573
-1.9874	10.838
-3.097	-7.2674
-8.3315	-2.6884
3.8393	4.0235
0.6736	-7.3997
0.042953	11.343
-0.4989	11.302
-2.0833	10.572
-5.9779	-5.8424
-9.1005	3.0203
-0.27105	-7.6833
-6.9857	7.0023
1.5971	-7.1781
-7.6755	6.3517
-0.9553	-7.8979
3.6708	4.2557
6.0716	1.2216
5.3904	10.348
-7.3929	-4.0321
-9.185	1.992
7.6591	9.2236
11.022	5.7477
4.352	10.815
-8.7274	4.4158
6.1153	10.472
-5.0937	9.5714
-7.9432	5.6433
-9.1077	3.0423
-8.9076	-1.958
11.838	4.5618
2.8319	11.365
-0.97186	11.226
-4.2723	-6.8542
-2.4642	-7.2393
-7.254	7.1033
5.86	-3.4842
1.2197	11.529
-0.31217	4.6983
1.3321	4.8466
-6.0944	-5.5986
6.675	9.7339
-8.6101	-2.1609
0.10576	11.121
1.6473	-7.5673
-2.6009	10.285
9.2108	7.9134
4.2383	11.057
-5.9123	8.7363
-7.6707	6.3566
-7.6153	-4.2163
1.133	11.509
-7.0844	-4.7064
5.9405	1.7982
-7.54	-4.2595
0.10108	11.444
6.5701	10.186
-3.1378	-7.115
-3.4762	10.074
10.767	6.4032
-6.7395	7.532
-0.92123	4.5315
-4.1272	-7.0479
-8.7914	-2.1695
-6.4124	-5.3974
11.067	5.7822
6.0582	10.202
-4.5709	-6.464
-7.0946	-4.6958
3.2941	-6.3317
-6.7235	7.9347
-9.3311	1.7546
4.4021	-5.7904
4.2727	4.0168
-8.1155	-3.4151
1.3772	5.12
-2.5388	10.917
-5.8097	8.3647
-9.2919	3.0749
-6.9484	7.3829
-2.315	10.629
2.0492	4.7547
1.9767	-7.4227
6.2981	-3.4931
-2.8977	10.519
-8.6567	-1.6207
6.4563	-1.8552
-2.1988	10.625
-4.9311	9.2296
2.4489	11.385
8.6259	8.3366
-3.6596	10.067
-8.2719	-3.1682
-7.8901	-3.8617
1.8546	-7.4923
-7.2807	-4.4283
-6.9555	-4.6365
-7.8973	-3.7881
1.2668	11.059
-7.6455	-3.6931
5.6081	-4.1181
6.3415	0.98293
-0.62147	10.977
-8.9267	4.3318
1.51	11.149
-8.4485	5.0469
-4.978	9.3931
2.7172	11.357
6.5653	-2.1539
-6.6369	8.0008
-3.2722	10.522
-6.7493	7.9663
-9.0491	0.78255
-9.0428	1.4249
5.7173	-4.4802
-8.9441	-0.86016
-2.7113	-7.3019
3.8538	10.906
6.2254	-2.9108
-0.39744	-7.8747
-0.23469	-7.7789
4.4919	10.629
6.1108	-3.1845
7.3544	9.4849
