1.1361	8.0742
5.1801	6.8332
6.1784	-7.9667
0.24913	-10.535
-10.825	-4.583
-0.56088	-4.3484
-8.4952	-7.6556
0.061732	-10.838
-4.4492	5.8478
-9.434	-6.4528
0.093574	7.9612
-9.4583	-6.7915
6.4852	6.3281
0.88157	8.1377
6.1497	-8.3134
-9.0751	-7.0267
5.2512	-8.994
-10.53	-4.7638
-3.5247	-10.594
9.8021	-1.331
7.4172	-6.8653
-3.7527	-10.378
8.5167	4.3845
4.3409	-9.6235
6.5948	-7.754
8.9114	-5.2483
-2.0078	7.1646
9.1482	-4.1323
7.7781	-6.8566
-0.34631	8.2676
-11.355	-3.9253
4.9924	7.0496
-2.1754	7.2172
1.8139	7.9307
-3.9616	-10.482
-7.1975	-9.0768
5.0705	-9.182
-8.6217	-7.6643
8.2118	-6.2058
8.1816	-6.5349
0.36045	-10.735
-6.236	2.1779
6.7437	5.8058
9.5473	-1.7075
-5.9199	1.9824
0.23055	-10.571
8.9899	-4.8112
-5.9991	3.0139
-4.7543	-2.8472
-5.8631	1.1896
-5.2525	-2.0891
7.3578	5.3785
9.5691	1.0776
6.2169	6.5459
-5.218	4.4724
-6.8672	-9.148
7.7984	-6.4258
-10.971	-3.9379
1.8551	8.2257
-0.65077	8.1923
9.6209	-2.8745
9.5264	0.50121
7.4746	-7.0942
-5.4748	-9.6605
8.6536	3.5536
-3.4797	-10.715
3.2631	8.003
-5.5131	4.1224
0.31238	-10.807
-4.824	-2.3824
2.243	-10.161
7.1679	-7.3395
-2.5484	-4.1385
-9.281	-6.9227
-10.462	-5.1983
9.2129	-3.1303
-5.2992	4.2477
-4.3337	5.7416
-5.8943	1.7916
9.5947	0.065489
8.8015	-4.6378
-4.3219	-10.2
-5.3845	-9.9439
4.2646	7.3936
-6.4972	-9.3464
9.6122	-2.8848
7.8863	-6.2745
-5.6761	3.7056
-9.2844	-7.0946
1.8978	-3.697
-2.6082	7.3619
-3.7627	5.9361
-10.778	-5.3652
6.4502	-8.2227
9.6796	-1.7265
8.9164	-5.0601
2.2035	-10.57
-5.9751	3.3572
7.4028	5.266
3.4099	7.8485
-7.3187	-8.7947
-4.7135	5.2881
8.8199	2.9183
2.0367	-10.332
8.7461	3.9666
-4.8827	-9.9467
-6.2362	-9.3207
2.2817	-10.463
4.9401	7.1759
-5.9809	-9.3524
-6.7732	-8.7683
0.93909	8.1729
-9.3203	-6.4808
-0.41101	-4.5975
-5.3727	4.0691
-4.2656	5.7343
2.6566	-2.9394
9.682	-2.3096
-6.9881	-9.0636
3.4847	7.817
2.3534	8.1129
9.7575	-0.98603
